respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.11780801880544915,0.1541988492770517
26708,0.13032794908401787,0.09044777229909381
26709,0.20675723053821685,0.7875716371991573
26710,0.6775744471686564,0.8794263337589079
26711,0.13134497149839716,0.3405174501737492
26712,0.4492775116873181,0.9559222429304189
26713,0.2938891903509808,0.4030069382458391
26714,0.13401004274027434,0.19367882525351768
26715,0.12865206905818052,0.1308327968422218
26716,0.1191523398838675,0.9123967208118945
26717,0.08540946245663415,0.4315926048226718
26718,0.14517544142579192,0.49263116283818065
26719,0.08528970139623497,0.9415288048996425
26720,0.0863451016340608,0.20841195256972006
26721,0.22241905182536956,0.46235951336313535
26722,0.10949985494579753,0.07414028347836903
26723,0.7247304970063566,0.9016360449456522
26724,0.11406301348787214,0.7621109333686079
26725,0.11320203570457307,0.08434190462373828
26726,0.11653551500908862,0.06895443029811839
26727,0.14035029930554016,0.8373461117538071
26728,0.1439983010653091,0.4888577400679679
26729,0.12482656064911626,0.2114932169260099
26730,0.12384100019507392,0.17878089943181022
26731,0.10834682647179293,0.43581151958376096
26732,0.09335956506017756,0.1731936194853014
26733,0.967015770189025,0.9786318354509341
26734,0.7913129919469395,0.5459963051899158
26735,0.1227721756539638,0.5253589936644001
26736,0.09971385004013697,0.14632827538183002
26737,0.11455544228232803,0.09295659894727429
26738,0.8334403555720804,0.846278033062119
26739,0.1263744811127428,0.16891422378837712
26740,0.13891925421643828,0.12297334752728632
26741,0.13963535645252215,0.960681457341314
26742,0.13717215204847968,0.3831245606776023
26743,0.1114186881791628,0.4210780506196362
26744,0.10397825674602491,0.6474500274859626
26745,0.13318164156917614,0.9491345413351971
26746,0.12466149785235327,0.27306755289868956
26747,0.13281813117502783,0.2505169991580286
26748,0.10908888016482891,0.10798854675187615
26749,0.08757157157304109,0.6287748343491983
26750,0.8295875384270097,0.909129625472707
26751,0.2544583585968395,0.6583622423811335
26752,0.12638494448450435,0.09971380696080881
26753,0.11501508424796864,0.6379683485288602
26754,0.07583557237633014,0.4643458150144297
26755,0.11851703531736993,0.30539996054326113
26756,0.13194289749082316,0.09153791881657315
26757,0.45488677331413363,0.6913919192694424
26758,0.5071810543666335,0.8558997339463381
26759,0.12795727274651858,0.13258643701442605
26760,0.1366289324431366,0.1461140236256635
26761,0.21818853835829516,0.6106763442825152
26762,0.14609857972613702,0.8669941792375014
26763,0.9489904128735277,0.965922066942313
26764,0.9876427764233774,0.9596783808336256
26765,0.061325028888958806,0.5243019572582481
26766,0.12949412198286356,0.13519736026141327
26767,0.7763421899816725,0.6786448549968197
26768,0.06260756482698934,0.5060590879101524
26769,0.12895271392294877,0.18175186368023719
26770,0.11913923210476587,0.6272332460604646
26771,0.08805598709301012,0.2204938242749585
26772,0.12181561595459818,0.3520728847459083
26773,0.061976840588218396,0.33023608963014434
26774,0.07483765064517711,0.4424673066044568
26775,0.09921215680311647,0.5254808373704899
26776,0.27431988051826933,0.42317505834444485
26777,0.09984508562204725,0.9054682206298404
26778,0.09902859174813551,0.12694136098394154
26779,0.10748801162483672,0.6116908649801759
26780,0.13883592292911556,0.9633147405090419
26781,0.08370602968476666,0.2933312164481913
26782,0.11794424904268003,0.3168049835587915
26783,0.13583278293627965,0.3060494076561662
26784,0.19181465831039354,0.8763096093900897
26785,0.28552080589883666,0.5563955486182164
26786,0.12007961250292129,0.19714595963210907
26787,0.13731073142316186,0.5300015609397719
26788,0.09675029148935935,0.9542005951171897
26789,0.0382278994260929,0.2938574990764555
26790,0.12107826576952388,0.21741432221776524
26791,0.12540540805980482,0.0868091470552594
26792,0.07427338338290633,0.7200262862612021
26793,0.12279789625272342,0.9369172868005112
26794,0.9064697124544537,0.9103850077982361
26795,0.07403755745959843,0.922910347756573
26796,0.11451305954029656,0.05747319202881081
26797,0.09125234741342272,0.6481594772954351
26798,0.1237440906708367,0.17632527816969643
26799,0.22284681100524312,0.22943194620841487
26800,0.0943293573936104,0.9575523625840208
26801,0.09729547517115267,0.21155119625553936
26802,0.1209243315812203,0.19903377377982157
26803,0.10986483952594552,0.22308964784224816
26804,0.12552530106054008,0.08869140470975205
26805,0.1362759898698979,0.16794875522822905
26806,0.09714292541705696,0.9288535572400972
26807,0.32244972969741215,0.9422096134642062
26808,0.16902352656474212,0.5984552922841881
26809,0.5934605998414948,0.2282433311313812
26810,0.09701267042932529,0.11093018310980679
26811,0.0952507816711871,0.08331864315110686
26812,0.11052440695271097,0.8432018499749934
26813,0.22688983665237814,0.3353053405806694
26814,0.11473188575451916,0.6461473107053772
26815,0.13040980910173017,0.12035501392748901
26816,0.059497354858790666,0.09497504136625083
26817,0.12465977488913413,0.8178610897810795
26818,0.09810578167851997,0.15963826758637265
26819,0.19496920651573674,0.45291605941253954
26820,0.11581795995972517,0.1704133955303446
26821,0.11923923958685956,0.5077344003092996
26822,0.14411192830534542,0.7624384306235253
26823,0.1977468940286934,0.3342884851201923
26824,0.09827803326869479,0.6926373079178059
26825,0.3785880123528649,0.6548406790578754
26826,0.12426990693658864,0.8173010389273236
26827,0.10696242668369933,0.25278892429029565
26828,0.15160369334705634,0.6349233781373161
26829,0.7747534585537476,0.9343100868408055
26830,0.11600067455888927,0.7564044522917401
26831,0.1446031027677321,0.8474980922600106
26832,0.08575300191101266,0.8891324211753874
26833,0.1194458186265641,0.6199144257121462
26834,0.18648649666484207,0.5761223907027416
26835,0.5188244415551239,0.9240413886265348
26836,0.13341140018146486,0.6009436174667541
26837,0.08907474637944603,0.07909358282221285
26838,0.12383986820068969,0.4939500100063993
26839,0.12374829673675447,0.422898149142855
26840,0.1258729755825981,0.12985010360652963
26841,0.40667347611336113,0.8340077833398012
